500,60.7985049463386,83.1029261843306,-34.1149635123907,87.6297400921489
501,63.3807285472634,83.1023686929605,-31.5327259608433,87.7267891199581
502,66.2128398640158,83.1017290883487,-28.6411004444459,87.8240455018369
503,69.342433576925,83.1009862227178,-25.4638817650331,87.9095904820024
504,69.3542809392785,82.0065167130846,-25.4273257803315,86.8032333639057
505,69.3541503635659,79.4487526821365,-25.365790633217,84.1740896591756
506,69.3540910520404,78.3542499016994,-25.3411247294181,83.0557938108522
507,66.2363815749321,78.3668347419619,-28.506421226914,82.9583776631452
508,63.3804590381339,78.367434816502,-31.3861453097485,82.8730440225942
509,60.8101264356954,78.3679514948855,-33.9921837134849,82.7878915461131
510,60.810193568081,79.4624843794374,-34.0168573421657,83.9061760319093
511,60.7984435751145,82.0084270581267,-34.078391225724,86.5114987831566
512,63.6543613136984,82.0078192911243,-31.210555153272,86.6087499509699
513,66.4983746865284,82.007184800241,-28.3189334220097,86.7060003685526
514,66.4982367682646,79.4612916853936,-28.2455011521656,84.0887700348646
515,63.6542168508647,79.4619019335888,-31.1371170383019,83.9915288117487
